Listing Id,Listing Name,PMS Name,Reason,Start Date,End Date,Price,Currency,Price Type,Minimum Stay,Minimum Price,Minimum Price Type,Maximum Price,Maximum Price Type
4140___8126,LaFave: Luxury Rentals at Zion--Echo Canyon Premium Villa (2BR/2BA),resnexus,,2027-01-04,2027-01-04,314,USD,fixed,2,,fixed,,fixed
4140___8127,LaFave: Luxury Rentals at Zion--Mountain Premium Villa (2BR/2BA),resnexus,,2027-01-04,2027-01-04,319,USD,fixed,2,,fixed,,fixed
4140___8129,LaFave: Luxury Rentals at Zion--Big Springs Premium Villa (2BR/2BA),resnexus,,2027-01-04,2027-01-04,314,USD,fixed,2,,fixed,,fixed
4140___8130,LaFave: Luxury Rentals at Zion--East Temple Premium Villa (2BR/2BA),resnexus,,2027-01-04,2027-01-04,309,USD,fixed,2,,fixed,,fixed
4140___8131,LaFave: Luxury Rentals at Zion--Lava Villa Game (2BR/2BA),resnexus,,2027-01-04,2027-01-04,393,USD,fixed,2,,fixed,,fixed
4140___8132,LaFave: Luxury Rentals at Zion--Phantom Premium Villa (2BR/2BA),resnexus,,2027-01-04,2027-01-04,309,USD,fixed,2,,fixed,,fixed
4140___8133,LaFave: Luxury Rentals at Zion--Pine Premium Villa (2BR/2BA),resnexus,,2027-01-04,2027-01-04,309,USD,fixed,2,,fixed,,fixed
4140___8134,LaFave: Luxury Rentals at Zion--Hidden Deluxe Villa (2BR/1BA),resnexus,,2027-01-04,2027-01-04,274,USD,fixed,2,,fixed,,fixed
4140___8135,LaFave: Luxury Rentals at Zion--Kolob Deluxe Villa (2BR/1BA),resnexus,,2027-01-04,2027-01-04,274,USD,fixed,2,,fixed,,fixed
4140___8136,LaFave: Luxury Rentals at Zion--Northgate Deluxe Villa (2BR/1BA),resnexus,,2027-01-04,2027-01-04,267,USD,fixed,2,,fixed,,fixed
4140___8137,LaFave: Luxury Rentals at Zion--Orderville Deluxe Villa (2BR/1BA),resnexus,,2027-01-04,2027-01-04,265,USD,fixed,2,,fixed,,fixed
4140___8138,LaFave: Luxury Rentals at Zion--Kayenta Deluxe Villa (2BR/1BA),resnexus,,2027-01-04,2027-01-04,267,USD,fixed,2,,fixed,,fixed
4140___8139,LaFave: Luxury Rentals at Zion--Mount Kinesava Deluxe Villa (2BR/1BA),resnexus,,2027-01-04,2027-01-04,265,USD,fixed,2,,fixed,,fixed
4140___8140,LaFave: Luxury Rentals at Zion--Weeping Rock Deluxe Villa (2BR/1BA),resnexus,,2027-01-04,2027-01-04,256,USD,fixed,2,,fixed,,fixed
4140___8141,LaFave: Luxury Rentals at Zion--Angels Premier Villa (3BR/3BA),resnexus,,2027-01-04,2027-01-04,471,USD,fixed,2,,fixed,,fixed
4140___8142,LaFave: Luxury Rentals at Zion--Narrows Premier Villa (3BR/3BA),resnexus,,2027-01-04,2027-01-04,471,USD,fixed,2,,fixed,,fixed
4140___8143,LaFave: Luxury Rentals at Zion--Cathedral Premier Villa (3BR/3BA),resnexus,,2027-01-04,2027-01-04,458,USD,fixed,2,,fixed,,fixed
4140___8144,LaFave: Luxury Rentals at Zion--Virgin Premier Villa (3BR/3BA),resnexus,,2027-01-04,2027-01-04,458,USD,fixed,2,,fixed,,fixed
4140___8128,LaFave: Luxury Rentals at Zion--Mystery Premium Villa (2BR/2BA),resnexus,,2027-01-05,2027-01-05,309,USD,fixed,2,,fixed,,fixed
4140___8114,LaFave: Luxury Rentals at Zion--J.MT. Villa (3BR/2BA),resnexus,,2027-01-05,2027-01-05,435,USD,fixed,2,,fixed,,fixed
4140___8115,LaFave: Luxury Rentals at Zion--House (6BR/4BA),resnexus,,2027-01-05,2027-01-05,760,USD,fixed,2,,fixed,,fixed
4140___8117,LaFave: Luxury Rentals at Zion--Sinawava Suite BIG (1BR/1BA),resnexus,,2027-01-05,2027-01-05,208,USD,fixed,2,,fixed,,fixed
4140___8118,LaFave: Luxury Rentals at Zion--Sentinel Suite BIG (1BR/1BA),resnexus,,2027-01-05,2027-01-05,212,USD,fixed,2,,fixed,,fixed
4140___8119,LaFave: Luxury Rentals at Zion--Sundial Suite BIG (1BR/1BA),resnexus,,2027-01-05,2027-01-05,196,USD,fixed,2,,fixed,,fixed
4140___8120,LaFave: Luxury Rentals at Zion--Watchman Suite SMALL (1BR/1BA),resnexus,,2027-01-05,2027-01-05,170,USD,fixed,2,,fixed,,fixed
4140___8121,LaFave: Luxury Rentals at Zion--Zion Suite SMALL (1BR/1BA),resnexus,,2027-01-05,2027-01-05,170,USD,fixed,2,,fixed,,fixed
4140___8122,LaFave: Luxury Rentals at Zion--Emerald Villa Game (2BR/2BA),resnexus,,2027-01-05,2027-01-05,378,USD,fixed,2,,fixed,,fixed
4140___8123,LaFave: Luxury Rentals at Zion--Subway Villa Game (2BR/2BA),resnexus,,2027-01-05,2027-01-05,364,USD,fixed,2,,fixed,,fixed
4140___8124,LaFave: Luxury Rentals at Zion--Meridian Villa Game (2BR/2BA),resnexus,,2027-01-05,2027-01-05,364,USD,fixed,2,,fixed,,fixed
4140___8125,LaFave: Luxury Rentals at Zion--Checkerboard Premium Villa (2BR/2BA),resnexus,,2027-01-05,2027-01-05,315,USD,fixed,2,,fixed,,fixed
4140___8126,LaFave: Luxury Rentals at Zion--Echo Canyon Premium Villa (2BR/2BA),resnexus,,2027-01-05,2027-01-05,304,USD,fixed,2,,fixed,,fixed
4140___8127,LaFave: Luxury Rentals at Zion--Mountain Premium Villa (2BR/2BA),resnexus,,2027-01-05,2027-01-05,309,USD,fixed,2,,fixed,,fixed
4140___8129,LaFave: Luxury Rentals at Zion--Big Springs Premium Villa (2BR/2BA),resnexus,,2027-01-05,2027-01-05,304,USD,fixed,2,,fixed,,fixed
4140___8130,LaFave: Luxury Rentals at Zion--East Temple Premium Villa (2BR/2BA),resnexus,,2027-01-05,2027-01-05,299,USD,fixed,2,,fixed,,fixed
4140___8131,LaFave: Luxury Rentals at Zion--Lava Villa Game (2BR/2BA),resnexus,,2027-01-05,2027-01-05,378,USD,fixed,2,,fixed,,fixed
4140___8132,LaFave: Luxury Rentals at Zion--Phantom Premium Villa (2BR/2BA),resnexus,,2027-01-05,2027-01-05,299,USD,fixed,2,,fixed,,fixed
4140___8133,LaFave: Luxury Rentals at Zion--Pine Premium Villa (2BR/2BA),resnexus,,2027-01-05,2027-01-05,299,USD,fixed,2,,fixed,,fixed
4140___8134,LaFave: Luxury Rentals at Zion--Hidden Deluxe Villa (2BR/1BA),resnexus,,2027-01-05,2027-01-05,263,USD,fixed,2,,fixed,,fixed
4140___8135,LaFave: Luxury Rentals at Zion--Kolob Deluxe Villa (2BR/1BA),resnexus,,2027-01-05,2027-01-05,263,USD,fixed,2,,fixed,,fixed
4140___8136,LaFave: Luxury Rentals at Zion--Northgate Deluxe Villa (2BR/1BA),resnexus,,2027-01-05,2027-01-05,257,USD,fixed,2,,fixed,,fixed
4140___8137,LaFave: Luxury Rentals at Zion--Orderville Deluxe Villa (2BR/1BA),resnexus,,2027-01-05,2027-01-05,255,USD,fixed,2,,fixed,,fixed
4140___8138,LaFave: Luxury Rentals at Zion--Kayenta Deluxe Villa (2BR/1BA),resnexus,,2027-01-05,2027-01-05,257,USD,fixed,2,,fixed,,fixed
4140___8139,LaFave: Luxury Rentals at Zion--Mount Kinesava Deluxe Villa (2BR/1BA),resnexus,,2027-01-05,2027-01-05,255,USD,fixed,2,,fixed,,fixed
4140___8140,LaFave: Luxury Rentals at Zion--Weeping Rock Deluxe Villa (2BR/1BA),resnexus,,2027-01-05,2027-01-05,247,USD,fixed,2,,fixed,,fixed
4140___8141,LaFave: Luxury Rentals at Zion--Angels Premier Villa (3BR/3BA),resnexus,,2027-01-05,2027-01-05,456,USD,fixed,2,,fixed,,fixed
4140___8142,LaFave: Luxury Rentals at Zion--Narrows Premier Villa (3BR/3BA),resnexus,,2027-01-05,2027-01-05,456,USD,fixed,2,,fixed,,fixed
4140___8143,LaFave: Luxury Rentals at Zion--Cathedral Premier Villa (3BR/3BA),resnexus,,2027-01-05,2027-01-05,443,USD,fixed,2,,fixed,,fixed
4140___8144,LaFave: Luxury Rentals at Zion--Virgin Premier Villa (3BR/3BA),resnexus,,2027-01-05,2027-01-05,443,USD,fixed,2,,fixed,,fixed
4140___8128,LaFave: Luxury Rentals at Zion--Mystery Premium Villa (2BR/2BA),resnexus,,2027-01-06,2027-01-06,334,USD,fixed,2,,fixed,,fixed
4140___8114,LaFave: Luxury Rentals at Zion--J.MT. Villa (3BR/2BA),resnexus,,2027-01-06,2027-01-06,475,USD,fixed,2,,fixed,,fixed
4140___8115,LaFave: Luxury Rentals at Zion--House (6BR/4BA),resnexus,,2027-01-06,2027-01-06,825,USD,fixed,2,,fixed,,fixed
4140___8117,LaFave: Luxury Rentals at Zion--Sinawava Suite BIG (1BR/1BA),resnexus,,2027-01-06,2027-01-06,229,USD,fixed,2,,fixed,,fixed
4140___8118,LaFave: Luxury Rentals at Zion--Sentinel Suite BIG (1BR/1BA),resnexus,,2027-01-06,2027-01-06,233,USD,fixed,2,,fixed,,fixed
4140___8119,LaFave: Luxury Rentals at Zion--Sundial Suite BIG (1BR/1BA),resnexus,,2027-01-06,2027-01-06,216,USD,fixed,2,,fixed,,fixed
4140___8120,LaFave: Luxury Rentals at Zion--Watchman Suite SMALL (1BR/1BA),resnexus,,2027-01-06,2027-01-06,185,USD,fixed,2,,fixed,,fixed
4140___8121,LaFave: Luxury Rentals at Zion--Zion Suite SMALL (1BR/1BA),resnexus,,2027-01-06,2027-01-06,185,USD,fixed,2,,fixed,,fixed
4140___8122,LaFave: Luxury Rentals at Zion--Emerald Villa Game (2BR/2BA),resnexus,,2027-01-06,2027-01-06,409,USD,fixed,2,,fixed,,fixed
4140___8123,LaFave: Luxury Rentals at Zion--Subway Villa Game (2BR/2BA),resnexus,,2027-01-06,2027-01-06,394,USD,fixed,2,,fixed,,fixed
4140___8124,LaFave: Luxury Rentals at Zion--Meridian Villa Game (2BR/2BA),resnexus,,2027-01-06,2027-01-06,394,USD,fixed,2,,fixed,,fixed
4140___8125,LaFave: Luxury Rentals at Zion--Checkerboard Premium Villa (2BR/2BA),resnexus,,2027-01-06,2027-01-06,341,USD,fixed,2,,fixed,,fixed
4140___8126,LaFave: Luxury Rentals at Zion--Echo Canyon Premium Villa (2BR/2BA),resnexus,,2027-01-06,2027-01-06,329,USD,fixed,2,,fixed,,fixed
4140___8127,LaFave: Luxury Rentals at Zion--Mountain Premium Villa (2BR/2BA),resnexus,,2027-01-06,2027-01-06,334,USD,fixed,2,,fixed,,fixed
4140___8129,LaFave: Luxury Rentals at Zion--Big Springs Premium Villa (2BR/2BA),resnexus,,2027-01-06,2027-01-06,329,USD,fixed,2,,fixed,,fixed
4140___8130,LaFave: Luxury Rentals at Zion--East Temple Premium Villa (2BR/2BA),resnexus,,2027-01-06,2027-01-06,323,USD,fixed,2,,fixed,,fixed
4140___8131,LaFave: Luxury Rentals at Zion--Lava Villa Game (2BR/2BA),resnexus,,2027-01-06,2027-01-06,409,USD,fixed,2,,fixed,,fixed
4140___8132,LaFave: Luxury Rentals at Zion--Phantom Premium Villa (2BR/2BA),resnexus,,2027-01-06,2027-01-06,323,USD,fixed,2,,fixed,,fixed
4140___8133,LaFave: Luxury Rentals at Zion--Pine Premium Villa (2BR/2BA),resnexus,,2027-01-06,2027-01-06,323,USD,fixed,2,,fixed,,fixed
4140___8134,LaFave: Luxury Rentals at Zion--Hidden Deluxe Villa (2BR/1BA),resnexus,,2027-01-06,2027-01-06,284,USD,fixed,2,,fixed,,fixed
4140___8135,LaFave: Luxury Rentals at Zion--Kolob Deluxe Villa (2BR/1BA),resnexus,,2027-01-06,2027-01-06,284,USD,fixed,2,,fixed,,fixed
4140___8136,LaFave: Luxury Rentals at Zion--Northgate Deluxe Villa (2BR/1BA),resnexus,,2027-01-06,2027-01-06,277,USD,fixed,2,,fixed,,fixed
4140___8137,LaFave: Luxury Rentals at Zion--Orderville Deluxe Villa (2BR/1BA),resnexus,,2027-01-06,2027-01-06,275,USD,fixed,2,,fixed,,fixed
4140___8138,LaFave: Luxury Rentals at Zion--Kayenta Deluxe Villa (2BR/1BA),resnexus,,2027-01-06,2027-01-06,277,USD,fixed,2,,fixed,,fixed
4140___8139,LaFave: Luxury Rentals at Zion--Mount Kinesava Deluxe Villa (2BR/1BA),resnexus,,2027-01-06,2027-01-06,275,USD,fixed,2,,fixed,,fixed
4140___8140,LaFave: Luxury Rentals at Zion--Weeping Rock Deluxe Villa (2BR/1BA),resnexus,,2027-01-06,2027-01-06,266,USD,fixed,2,,fixed,,fixed
4140___8141,LaFave: Luxury Rentals at Zion--Angels Premier Villa (3BR/3BA),resnexus,,2027-01-06,2027-01-06,496,USD,fixed,2,,fixed,,fixed
4140___8142,LaFave: Luxury Rentals at Zion--Narrows Premier Villa (3BR/3BA),resnexus,,2027-01-06,2027-01-06,496,USD,fixed,2,,fixed,,fixed
4140___8143,LaFave: Luxury Rentals at Zion--Cathedral Premier Villa (3BR/3BA),resnexus,,2027-01-06,2027-01-06,483,USD,fixed,2,,fixed,,fixed
4140___8144,LaFave: Luxury Rentals at Zion--Virgin Premier Villa (3BR/3BA),resnexus,,2027-01-06,2027-01-06,483,USD,fixed,2,,fixed,,fixed
4140___8128,LaFave: Luxury Rentals at Zion--Mystery Premium Villa (2BR/2BA),resnexus,,2027-01-07,2027-01-07,380,USD,fixed,2,,fixed,,fixed
4140___8114,LaFave: Luxury Rentals at Zion--J.MT. Villa (3BR/2BA),resnexus,,2027-01-07,2027-01-07,535,USD,fixed,2,,fixed,,fixed
4140___8115,LaFave: Luxury Rentals at Zion--House (6BR/4BA),resnexus,,2027-01-07,2027-01-07,940,USD,fixed,2,,fixed,,fixed
4140___8117,LaFave: Luxury Rentals at Zion--Sinawava Suite BIG (1BR/1BA),resnexus,,2027-01-07,2027-01-07,260,USD,fixed,2,,fixed,,fixed
4140___8118,LaFave: Luxury Rentals at Zion--Sentinel Suite BIG (1BR/1BA),resnexus,,2027-01-07,2027-01-07,265,USD,fixed,2,,fixed,,fixed
4140___8119,LaFave: Luxury Rentals at Zion--Sundial Suite BIG (1BR/1BA),resnexus,,2027-01-07,2027-01-07,245,USD,fixed,2,,fixed,,fixed
4140___8120,LaFave: Luxury Rentals at Zion--Watchman Suite SMALL (1BR/1BA),resnexus,,2027-01-07,2027-01-07,210,USD,fixed,2,,fixed,,fixed
4140___8121,LaFave: Luxury Rentals at Zion--Zion Suite SMALL (1BR/1BA),resnexus,,2027-01-07,2027-01-07,210,USD,fixed,2,,fixed,,fixed
4140___8122,LaFave: Luxury Rentals at Zion--Emerald Villa Game (2BR/2BA),resnexus,,2027-01-07,2027-01-07,466,USD,fixed,2,,fixed,,fixed
4140___8123,LaFave: Luxury Rentals at Zion--Subway Villa Game (2BR/2BA),resnexus,,2027-01-07,2027-01-07,449,USD,fixed,2,,fixed,,fixed
4140___8124,LaFave: Luxury Rentals at Zion--Meridian Villa Game (2BR/2BA),resnexus,,2027-01-07,2027-01-07,449,USD,fixed,2,,fixed,,fixed
4140___8125,LaFave: Luxury Rentals at Zion--Checkerboard Premium Villa (2BR/2BA),resnexus,,2027-01-07,2027-01-07,387,USD,fixed,2,,fixed,,fixed
4140___8126,LaFave: Luxury Rentals at Zion--Echo Canyon Premium Villa (2BR/2BA),resnexus,,2027-01-07,2027-01-07,374,USD,fixed,2,,fixed,,fixed
4140___8127,LaFave: Luxury Rentals at Zion--Mountain Premium Villa (2BR/2BA),resnexus,,2027-01-07,2027-01-07,380,USD,fixed,2,,fixed,,fixed
4140___8129,LaFave: Luxury Rentals at Zion--Big Springs Premium Villa (2BR/2BA),resnexus,,2027-01-07,2027-01-07,374,USD,fixed,2,,fixed,,fixed
4140___8130,LaFave: Luxury Rentals at Zion--East Temple Premium Villa (2BR/2BA),resnexus,,2027-01-07,2027-01-07,368,USD,fixed,2,,fixed,,fixed
4140___8131,LaFave: Luxury Rentals at Zion--Lava Villa Game (2BR/2BA),resnexus,,2027-01-07,2027-01-07,466,USD,fixed,2,,fixed,,fixed
4140___8132,LaFave: Luxury Rentals at Zion--Phantom Premium Villa (2BR/2BA),resnexus,,2027-01-07,2027-01-07,368,USD,fixed,2,,fixed,,fixed
4140___8133,LaFave: Luxury Rentals at Zion--Pine Premium Villa (2BR/2BA),resnexus,,2027-01-07,2027-01-07,368,USD,fixed,2,,fixed,,fixed
4140___8134,LaFave: Luxury Rentals at Zion--Hidden Deluxe Villa (2BR/1BA),resnexus,,2027-01-07,2027-01-07,325,USD,fixed,2,,fixed,,fixed
4140___8135,LaFave: Luxury Rentals at Zion--Kolob Deluxe Villa (2BR/1BA),resnexus,,2027-01-07,2027-01-07,325,USD,fixed,2,,fixed,,fixed
4140___8136,LaFave: Luxury Rentals at Zion--Northgate Deluxe Villa (2BR/1BA),resnexus,,2027-01-07,2027-01-07,318,USD,fixed,2,,fixed,,fixed
4140___8137,LaFave: Luxury Rentals at Zion--Orderville Deluxe Villa (2BR/1BA),resnexus,,2027-01-07,2027-01-07,315,USD,fixed,2,,fixed,,fixed
4140___8138,LaFave: Luxury Rentals at Zion--Kayenta Deluxe Villa (2BR/1BA),resnexus,,2027-01-07,2027-01-07,318,USD,fixed,2,,fixed,,fixed
4140___8139,LaFave: Luxury Rentals at Zion--Mount Kinesava Deluxe Villa (2BR/1BA),resnexus,,2027-01-07,2027-01-07,315,USD,fixed,2,,fixed,,fixed
4140___8140,LaFave: Luxury Rentals at Zion--Weeping Rock Deluxe Villa (2BR/1BA),resnexus,,2027-01-07,2027-01-07,305,USD,fixed,2,,fixed,,fixed
4140___8141,LaFave: Luxury Rentals at Zion--Angels Premier Villa (3BR/3BA),resnexus,,2027-01-07,2027-01-07,562,USD,fixed,2,,fixed,,fixed
4140___8142,LaFave: Luxury Rentals at Zion--Narrows Premier Villa (3BR/3BA),resnexus,,2027-01-07,2027-01-07,562,USD,fixed,2,,fixed,,fixed
4140___8143,LaFave: Luxury Rentals at Zion--Cathedral Premier Villa (3BR/3BA),resnexus,,2027-01-07,2027-01-07,547,USD,fixed,2,,fixed,,fixed
4140___8144,LaFave: Luxury Rentals at Zion--Virgin Premier Villa (3BR/3BA),resnexus,,2027-01-07,2027-01-07,547,USD,fixed,2,,fixed,,fixed
4140___8128,LaFave: Luxury Rentals at Zion--Mystery Premium Villa (2BR/2BA),resnexus,,2027-01-08,2027-01-08,390,USD,fixed,2,,fixed,,fixed
4140___8114,LaFave: Luxury Rentals at Zion--J.MT. Villa (3BR/2BA),resnexus,,2027-01-08,2027-01-08,550,USD,fixed,2,,fixed,,fixed
4140___8115,LaFave: Luxury Rentals at Zion--House (6BR/4BA),resnexus,,2027-01-08,2027-01-08,965,USD,fixed,2,,fixed,,fixed
4140___8117,LaFave: Luxury Rentals at Zion--Sinawava Suite BIG (1BR/1BA),resnexus,,2027-01-08,2027-01-08,265,USD,fixed,2,,fixed,,fixed
4140___8118,LaFave: Luxury Rentals at Zion--Sentinel Suite BIG (1BR/1BA),resnexus,,2027-01-08,2027-01-08,270,USD,fixed,2,,fixed,,fixed
4140___8119,LaFave: Luxury Rentals at Zion--Sundial Suite BIG (1BR/1BA),resnexus,,2027-01-08,2027-01-08,250,USD,fixed,2,,fixed,,fixed
4140___8120,LaFave: Luxury Rentals at Zion--Watchman Suite SMALL (1BR/1BA),resnexus,,2027-01-08,2027-01-08,215,USD,fixed,2,,fixed,,fixed
4140___8121,LaFave: Luxury Rentals at Zion--Zion Suite SMALL (1BR/1BA),resnexus,,2027-01-08,2027-01-08,215,USD,fixed,2,,fixed,,fixed
4140___8122,LaFave: Luxury Rentals at Zion--Emerald Villa Game (2BR/2BA),resnexus,,2027-01-08,2027-01-08,481,USD,fixed,2,,fixed,,fixed
4140___8123,LaFave: Luxury Rentals at Zion--Subway Villa Game (2BR/2BA),resnexus,,2027-01-08,2027-01-08,464,USD,fixed,2,,fixed,,fixed
4140___8124,LaFave: Luxury Rentals at Zion--Meridian Villa Game (2BR/2BA),resnexus,,2027-01-08,2027-01-08,464,USD,fixed,2,,fixed,,fixed
4140___8125,LaFave: Luxury Rentals at Zion--Checkerboard Premium Villa (2BR/2BA),resnexus,,2027-01-08,2027-01-08,397,USD,fixed,2,,fixed,,fixed
4140___8126,LaFave: Luxury Rentals at Zion--Echo Canyon Premium Villa (2BR/2BA),resnexus,,2027-01-08,2027-01-08,384,USD,fixed,2,,fixed,,fixed
4140___8127,LaFave: Luxury Rentals at Zion--Mountain Premium Villa (2BR/2BA),resnexus,,2027-01-08,2027-01-08,390,USD,fixed,2,,fixed,,fixed
4140___8129,LaFave: Luxury Rentals at Zion--Big Springs Premium Villa (2BR/2BA),resnexus,,2027-01-08,2027-01-08,384,USD,fixed,2,,fixed,,fixed
4140___8130,LaFave: Luxury Rentals at Zion--East Temple Premium Villa (2BR/2BA),resnexus,,2027-01-08,2027-01-08,377,USD,fixed,2,,fixed,,fixed
4140___8131,LaFave: Luxury Rentals at Zion--Lava Villa Game (2BR/2BA),resnexus,,2027-01-08,2027-01-08,481,USD,fixed,2,,fixed,,fixed
4140___8132,LaFave: Luxury Rentals at Zion--Phantom Premium Villa (2BR/2BA),resnexus,,2027-01-08,2027-01-08,377,USD,fixed,2,,fixed,,fixed
4140___8133,LaFave: Luxury Rentals at Zion--Pine Premium Villa (2BR/2BA),resnexus,,2027-01-08,2027-01-08,377,USD,fixed,2,,fixed,,fixed
4140___8134,LaFave: Luxury Rentals at Zion--Hidden Deluxe Villa (2BR/1BA),resnexus,,2027-01-08,2027-01-08,336,USD,fixed,2,,fixed,,fixed
4140___8135,LaFave: Luxury Rentals at Zion--Kolob Deluxe Villa (2BR/1BA),resnexus,,2027-01-08,2027-01-08,336,USD,fixed,2,,fixed,,fixed
4140___8136,LaFave: Luxury Rentals at Zion--Northgate Deluxe Villa (2BR/1BA),resnexus,,2027-01-08,2027-01-08,328,USD,fixed,2,,fixed,,fixed
4140___8137,LaFave: Luxury Rentals at Zion--Orderville Deluxe Villa (2BR/1BA),resnexus,,2027-01-08,2027-01-08,325,USD,fixed,2,,fixed,,fixed
4140___8138,LaFave: Luxury Rentals at Zion--Kayenta Deluxe Villa (2BR/1BA),resnexus,,2027-01-08,2027-01-08,328,USD,fixed,2,,fixed,,fixed
4140___8139,LaFave: Luxury Rentals at Zion--Mount Kinesava Deluxe Villa (2BR/1BA),resnexus,,2027-01-08,2027-01-08,325,USD,fixed,2,,fixed,,fixed
4140___8140,LaFave: Luxury Rentals at Zion--Weeping Rock Deluxe Villa (2BR/1BA),resnexus,,2027-01-08,2027-01-08,314,USD,fixed,2,,fixed,,fixed
4140___8141,LaFave: Luxury Rentals at Zion--Angels Premier Villa (3BR/3BA),resnexus,,2027-01-08,2027-01-08,577,USD,fixed,2,,fixed,,fixed
4140___8142,LaFave: Luxury Rentals at Zion--Narrows Premier Villa (3BR/3BA),resnexus,,2027-01-08,2027-01-08,577,USD,fixed,2,,fixed,,fixed
4140___8143,LaFave: Luxury Rentals at Zion--Cathedral Premier Villa (3BR/3BA),resnexus,,2027-01-08,2027-01-08,561,USD,fixed,2,,fixed,,fixed
4140___8144,LaFave: Luxury Rentals at Zion--Virgin Premier Villa (3BR/3BA),resnexus,,2027-01-08,2027-01-08,561,USD,fixed,2,,fixed,,fixed
4140___8128,LaFave: Luxury Rentals at Zion--Mystery Premium Villa (2BR/2BA),resnexus,,2027-01-09,2027-01-09,415,USD,fixed,2,,fixed,,fixed
4140___8114,LaFave: Luxury Rentals at Zion--J.MT. Villa (3BR/2BA),resnexus,,2027-01-09,2027-01-09,585,USD,fixed,2,,fixed,,fixed
4140___8115,LaFave: Luxury Rentals at Zion--House (6BR/4BA),resnexus,,2027-01-09,2027-01-09,1030,USD,fixed,2,,fixed,,fixed
4140___8117,LaFave: Luxury Rentals at Zion--Sinawava Suite BIG (1BR/1BA),resnexus,,2027-01-09,2027-01-09,286,USD,fixed,2,,fixed,,fixed
4140___8118,LaFave: Luxury Rentals at Zion--Sentinel Suite BIG (1BR/1BA),resnexus,,2027-01-09,2027-01-09,292,USD,fixed,2,,fixed,,fixed
4140___8119,LaFave: Luxury Rentals at Zion--Sundial Suite BIG (1BR/1BA),resnexus,,2027-01-09,2027-01-09,270,USD,fixed,2,,fixed,,fixed
4140___8120,LaFave: Luxury Rentals at Zion--Watchman Suite SMALL (1BR/1BA),resnexus,,2027-01-09,2027-01-09,230,USD,fixed,2,,fixed,,fixed
4140___8121,LaFave: Luxury Rentals at Zion--Zion Suite SMALL (1BR/1BA),resnexus,,2027-01-09,2027-01-09,230,USD,fixed,2,,fixed,,fixed
4140___8122,LaFave: Luxury Rentals at Zion--Emerald Villa Game (2BR/2BA),resnexus,,2027-01-09,2027-01-09,512,USD,fixed,2,,fixed,,fixed
4140___8123,LaFave: Luxury Rentals at Zion--Subway Villa Game (2BR/2BA),resnexus,,2027-01-09,2027-01-09,494,USD,fixed,2,,fixed,,fixed
4140___8124,LaFave: Luxury Rentals at Zion--Meridian Villa Game (2BR/2BA),resnexus,,2027-01-09,2027-01-09,494,USD,fixed,2,,fixed,,fixed
4140___8125,LaFave: Luxury Rentals at Zion--Checkerboard Premium Villa (2BR/2BA),resnexus,,2027-01-09,2027-01-09,423,USD,fixed,2,,fixed,,fixed
4140___8126,LaFave: Luxury Rentals at Zion--Echo Canyon Premium Villa (2BR/2BA),resnexus,,2027-01-09,2027-01-09,409,USD,fixed,2,,fixed,,fixed
